Series Description,"Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted","Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total consumer loans owned by depository institutions, not seasonally adjusted level","Total consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted level","Total consumer loans owned by credit unions, not seasonally adjusted level","Total consumer loans owned by federal government, not seasonally adjusted level","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized total consumer loans, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Consumer revolving credit owned by depository institutions, not seasonally adjusted level","Consumer revolving credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted level","Consumer revolving credit owned by credit unions, not seasonally adjusted level","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted level","Securitized consumer revolving credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted level","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted level","Nonrevolving consumer loans owned by federal government, not seasonally adjusted level","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized consumer nonrevolving credit, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized total consumer loans, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by credit unions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer revolving credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer nonrevolving credit, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate"
2014-02,4.23,4.37,10.09,11.83,13.14,,,,,ND,ND,ND,6.87,3.68,8.08,3127554.06,860986.7,2266567.36,3095067.45,1248051.06,,,669732.74,267853.4,772593.96,51118.32,38423.53,47294.42,820090.71,666327.18,,,62765.73,41991,19593.44,29413.36,2274976.74,581723.88,,,606967.02,225862.4,772593.96,51118.32,18830.1,17881.06,ND,ND,17791.88,2630.81,15161.07,-11454.78,-10852.16,,,-5205.63,-5.05,7886.6,-337.52,-408.5,-2532.52,-16379.2,-11235.52,,,-1960.91,-736,-297.31,-2149.47,4924.42,383.35,,,-3244.72,730.95,7886.6,-337.52,-111.2,-383.04,ND,ND
2014-03,ND,ND,ND,ND,ND,,,,,63.58,5.01,26186.9,7,2.34,8.77,3145804.65,862664,2283140.65,3097879.48,1246019.01,,,669935.41,269158.78,776549.93,50643.5,38275.72,47297.12,814910.55,662005.01,,,62562.18,42056,19564.59,28722.77,2282968.93,584014.01,,,607373.23,227102.78,776549.93,50643.5,18711.13,18574.35,1182061.18,891786.2,18250.59,1677.3,16573.29,2812.03,-2032.04,,,202.67,1305.38,3955.97,-474.83,-147.81,2.7,-5180.16,-4322.17,,,-203.55,65,-28.84,-690.6,7992.19,2290.13,,,406.21,1240.38,3955.97,-474.83,-118.97,693.29,12170.14,4494.57
2014-04,ND,ND,ND,ND,ND,,,,,ND,ND,ND,9.03,11.05,8.27,3169480.65,870608.32,2298872.33,3123797.33,1262936.09,,,670764.68,274229.69,781416.79,50137.88,38395.58,45916.63,825311.17,672711.41,,,62859.97,42232,19727.7,27780.09,2298486.16,590224.68,,,607904.71,231997.69,781416.79,50137.88,18667.88,18136.54,ND,ND,23676,7944.32,15731.68,25917.85,16917.08,,,829.27,5070.9,4866.86,-505.62,119.86,-1380.49,10400.62,10706.4,,,297.79,176,163.11,-942.68,15517.23,6210.67,,,531.48,4894.9,4866.86,-505.62,-43.26,-437.82,ND,ND
2014-05,4.5,4.46,9.62,11.83,12.74,,,,,ND,ND,ND,6.89,3.45,8.19,3187665.62,873110.37,2314555.25,3146382.98,1274775.56,,,671535.6,279319.13,786154.1,49779.26,38595.24,46224.09,834422.64,679670.62,,,63457.07,42846,19986.28,28462.66,2311960.34,595104.93,,,608078.53,236473.13,786154.1,49779.26,18608.96,17761.43,ND,ND,18184.97,2502.05,15682.92,22585.65,11839.47,,,770.93,5089.45,4737.3,-358.62,199.66,307.47,9111.48,6959.21,,,597.11,614,258.58,682.58,13474.17,4880.26,,,173.82,4475.45,4737.3,-358.62,-58.92,-375.11,ND,ND
2014-06,ND,ND,ND,ND,ND,,,,,63.65,5.03,25839.92,6.54,0.89,8.67,3205025.49,873756.68,2331268.81,3165094.49,1283680.04,,,671682.83,283469.87,791797.78,49483.06,38698.66,46282.25,836740.02,683126.03,,,61872.07,43318,20125.01,28298.91,2328354.47,600554.01,,,609810.76,240151.87,791797.78,49483.06,18573.64,17983.33,1190488.73,917654.01,17359.87,646.31,16713.56,18711.51,8904.48,,,147.22,4150.74,5643.69,-296.2,103.42,58.15,2317.38,3455.4,,,-1585.01,472,138.73,-163.75,16394.13,5449.08,,,1732.23,3678.74,5643.69,-296.2,-35.31,221.9,2809.18,8622.6
2014-07,ND,ND,ND,ND,ND,,,,,ND,ND,ND,8.16,7.48,8.41,3226818.12,879206.3,2347611.82,3185940.82,1294157.31,,,673462.92,287695.03,796220.36,48780.23,38781.03,46843.93,843202.82,688642.75,,,61643.54,43675,20258.29,28983.23,2342738,605514.56,,,611819.38,244020.03,796220.36,48780.23,18522.74,17860.7,ND,ND,21792.63,5449.62,16343.01,20846.33,10477.27,,,1780.1,4225.16,4422.57,-702.83,82.37,561.69,6462.79,5516.72,,,-228.52,357,133.28,684.32,14383.53,4960.55,,,2008.62,3868.16,4422.57,-702.83,-50.91,-122.63,ND,ND
2014-08,4.16,4.11,10.73,11.82,13.18,,,,,ND,ND,ND,6.5,2.08,8.15,3244296.01,880732.64,2363563.36,3224810.77,1305641.31,,,675832.78,292752.23,817410.24,48125.52,39133.12,45915.57,850189.61,695497.87,,,61385.56,44484,20490.63,28331.55,2374621.16,610143.45,,,614447.22,248268.23,817410.24,48125.52,18642.49,17584.01,ND,ND,17477.89,1526.34,15951.54,38869.95,11484,,,2369.85,5057.2,21189.89,-654.71,352.09,-928.37,6986.79,6855.12,,,-257.99,809,232.34,-651.68,31883.16,4628.88,,,2627.84,4248.2,21189.89,-654.71,119.75,-276.69,ND,ND
2014-09,ND,ND,ND,ND,ND,,,,,63.64,4.68,26370.63,6.1,1.11,7.96,3260797.65,881547.83,2379249.82,3244157.74,1305422.98,,,676640.29,293264.38,833020.17,47536.25,39172.32,49101.34,847389.13,693430.97,,,60778.14,44516,20507.4,28156.63,2396768.61,611992,,,615862.15,248748.38,833020.17,47536.25,18664.92,20944.72,1226394.06,942783.41,16501.64,815.19,15686.46,19346.97,-218.34,,,807.51,512.15,15609.93,-589.26,39.19,3185.78,-2800.48,-2066.9,,,-607.42,32,16.76,-174.93,22147.45,1848.56,,,1414.93,480.15,15609.93,-589.26,22.43,3360.7,11968.44,8376.47
2014-10,ND,ND,ND,ND,ND,,,,,ND,ND,ND,3.76,3.11,4,3271021.2,883834.72,2387186.47,3250944.05,1304574.23,,,675556.63,298035.14,837186.34,47541.94,39200.84,48848.92,849736.09,695570.96,,,60978.3,44500,20620.09,28066.74,2401207.96,609003.27,,,614578.33,253535.14,837186.34,47541.94,18580.75,20782.18,ND,ND,10223.55,2286.89,7936.65,6786.31,-848.74,,,-1083.66,4770.76,4166.16,5.69,28.53,-252.42,2346.96,2139.99,,,200.16,-16,112.69,-89.88,4439.35,-2988.73,,,-1283.82,4786.76,4166.16,5.69,-84.17,-162.54,ND,ND
2014-11,4.06,4.07,10.47,11.99,13.68,,,,,ND,ND,ND,5.19,-0.31,7.22,3285165.13,883607.09,2401558.04,3266171.01,1309636.25,,,677192.34,300952.25,842966.39,47745.63,38357.11,49321.04,858914.45,705351.82,,,59825.62,44942,19853.13,28941.9,2407256.55,604284.44,,,617366.72,256010.25,842966.39,47745.63,18503.99,20379.14,ND,ND,14143.94,-227.63,14371.57,15226.96,5062.02,,,1635.71,2917.11,5780.05,203.69,-843.73,472.12,9178.36,9780.85,,,-1152.68,442,-766.96,875.15,6048.6,-4718.83,,,2788.39,2475.11,5780.05,203.69,-76.77,-403.03,ND,ND
2014-12,ND,ND,ND,ND,ND,,,,,64.58,4.82,26755.3,9.99,5.99,11.46,3312505.08,888017.64,2424487.44,3312505.08,1343113.01,,,684102.01,302777.19,846248.48,47595.07,38878,49791.32,888017.64,731551,,,60291.31,46796,20450,28929.33,2424487.44,611562.01,,,623810.7,255981.19,846248.48,47595.07,18428,20862,1235751.47,957210.79,27339.95,4410.55,22929.4,46334.07,33476.76,,,6909.68,1824.94,3282.09,-150.56,520.89,470.28,29103.19,26199.18,,,465.7,1854,596.87,-12.57,17230.89,7277.57,,,6443.98,-29.06,3282.09,-150.56,-75.99,482.85,3119.14,4809.13
2015-01,ND,ND,ND,ND,ND,,,,,ND,ND,ND,5.03,1.92,6.17,3326396.49,889437.9,2436958.59,3322098.26,1327779.7,,,680223.97,304521.26,874773.06,47328.9,38569.8,48901.57,866711.84,713325.38,,,58434.27,46220,20071.49,28660.7,2455386.43,614454.32,,,621789.71,258301.26,874773.06,47328.9,18498.31,20240.87,ND,ND,13891.41,1420.26,12471.15,9593.18,-15333.31,,,-3878.04,1744.07,28524.59,-266.17,-308.2,-889.75,-21305.8,-18225.62,,,-1857.05,-576,-378.51,-268.63,30898.98,2892.31,,,-2020.99,2320.07,28524.59,-266.17,70.31,-621.12,ND,ND
2015-02,4.53,4.27,9.85,11.98,13.53,,,,,ND,ND,ND,6.59,0.99,8.64,3344672.75,890168.7,2454504.06,3310473.04,1309928.06,,,677553.2,307772.38,881735.82,47138.05,38104.28,48241.25,847338.74,697074.15,,,56826.4,45332,19778.6,28327.59,2463134.3,612853.91,,,620726.8,262440.38,881735.82,47138.05,18325.68,19913.66,ND,ND,18276.26,730.79,17545.47,-11625.22,-17851.64,,,-2670.77,3251.12,6962.75,-190.84,-465.51,-660.32,-19373.1,-16251.23,,,-1607.87,-888,-292.89,-333.11,7747.88,-1600.41,,,-1062.91,4139.12,6962.75,-190.84,-172.62,-327.21,ND,ND
2015-03,ND,ND,ND,ND,ND,,,,,64.58,5.19,27272.36,8.14,8.03,8.18,3367364.97,896128.55,2471236.43,3317552.64,1312149,,,677465.97,307737.85,887281.91,46836.01,37906.96,48174.94,846526.54,696803.98,,,56796.86,45194,19763.46,27968.24,2471026.1,615345.02,,,620669.11,262543.85,887281.91,46836.01,18143.5,20206.7,1271844.96,971430.65,22692.22,5959.85,16732.37,7079.59,2220.94,,,-87.23,-34.53,5546.09,-302.05,-197.32,-66.31,-812.2,-270.17,,,-29.54,-138,-15.14,-359.35,7891.79,2491.12,,,-57.69,103.47,5546.09,-302.05,-182.18,293.04,12031.16,4739.95
2015-04,ND,ND,ND,ND,ND,,,,,ND,ND,ND,7.47,9.25,6.83,3388339.68,903033.77,2485305.91,3341527.22,1328175.6,,,678290.26,312258.53,890031.63,46497.65,37978.96,48294.59,856366.72,706152,,,57033.24,45300,19949.12,27932.37,2485160.5,622023.6,,,621257.03,266958.53,890031.63,46497.65,18029.84,20362.22,ND,ND,20974.71,6905.22,14069.49,23974.58,16026.6,,,824.29,4520.68,2749.72,-338.36,72,119.65,9840.18,9348.02,,,236.38,106,185.65,-35.87,14134.4,6678.58,,,587.91,4414.68,2749.72,-338.36,-113.66,155.52,ND,ND
2015-05,4.15,4.21,9.69,12.04,13.49,,,,,ND,ND,ND,6.08,2.53,7.37,3405509.29,904934.37,2500574.92,3363856.46,1338540.34,,,680109.59,315666.06,895428.25,46288.02,39333.27,48490.93,864954.45,712010.32,,,57679.58,45933,21426.5,27905.06,2498902,626530.02,,,622430.01,269733.06,895428.25,46288.02,17906.77,20585.87,ND,ND,17169.6,1900.6,15269.01,22329.24,10364.74,,,1819.33,3407.53,5396.62,-209.63,1354.31,196.34,8587.73,5858.32,,,646.34,633,1477.38,-27.31,13741.51,4506.41,,,1172.98,2774.53,5396.62,-209.63,-123.07,223.65,ND,ND
2015-06,ND,ND,ND,ND,ND,,,,,65.47,5.38,26932.27,9.67,7.83,10.34,3432960.64,910837.95,2522122.7,3392388.22,1349559.99,,,682064.55,322728.48,901362.82,46059.51,39395.2,51217.66,872913.42,719865.98,,,57503.3,46120,21597.08,27827.06,2519474.8,629694,,,624561.26,276608.48,901362.82,46059.51,17798.12,23390.6,1278764.92,997400.2,27451.35,5903.58,21547.78,28531.76,11019.65,,,1954.96,7062.43,5934.57,-228.51,61.93,2726.73,7958.97,7855.66,,,-176.28,187,170.58,-78,20572.79,3163.99,,,2131.25,6875.43,5934.57,-228.51,-108.65,2804.72,2306.65,8656.51
2015-07,ND,ND,ND,ND,ND,,,,,ND,ND,ND,6.12,5.43,6.37,3450467.67,914962.56,2535505.12,3409380.32,1359480.94,,,683230.29,327227.91,904151.97,45898.77,39426.52,49963.92,877867.45,725642.29,,,57280.76,46368,21746.67,26829.74,2531512.86,633838.64,,,625949.53,280859.91,904151.97,45898.77,17679.85,23134.19,ND,ND,17507.03,4124.61,13382.42,16992.1,9920.95,,,1165.73,4499.43,2789.15,-160.74,31.32,-1253.73,4954.03,5776.31,,,-222.54,248,149.59,-997.32,12038.07,4144.64,,,1388.27,4251.43,2789.15,-160.74,-118.27,-256.41,ND,ND
2015-08,4.09,4.25,9.8,12.1,13.93,,,,,ND,ND,ND,5.08,3.73,5.56,3465072.03,917809.42,2547262.61,3445772.7,1373484.45,,,684933.05,330167.56,923026.7,45860.14,39726.03,48574.76,886554.07,734024.2,,,57261.94,47518,22009.98,25739.95,2559218.63,639460.25,,,627671.11,282649.56,923026.7,45860.14,17716.06,22834.82,ND,ND,14604.36,2846.86,11757.49,36392.38,14003.51,,,1702.77,2939.64,18874.73,-38.63,299.52,-1389.16,8686.61,8381.91,,,-18.81,1150,263.3,-1089.79,27705.76,5621.6,,,1721.58,1789.64,18874.73,-38.63,36.21,-299.37,ND,ND
2015-09,ND,ND,ND,ND,ND,,,,,65.51,4.92,27697.6,9.2,7.76,9.71,3491628.79,923744.6,2567884.19,3475468.19,1383066.97,,,689250.84,333389.83,936547.31,45469.12,39706.84,48037.29,888888.19,737007.96,,,57605.56,47541,22044.82,24688.85,2586580.01,646059.01,,,631645.28,285848.83,936547.31,45469.12,17662.02,23348.45,1311766.42,1028514.59,26556.76,5935.18,20621.58,29695.49,9582.52,,,4317.78,3222.27,13520.61,-391.02,-19.19,-537.47,2334.12,2983.76,,,343.61,23,34.84,-1051.1,27361.38,6598.76,,,3974.17,3199.27,13520.61,-391.02,-54.04,513.63,11000.5,10371.47
2015-10,ND,ND,ND,ND,ND,,,,,ND,ND,ND,4.92,2.88,5.65,3505936.92,925959.41,2579977.51,3487220.33,1390570.33,,,687935.26,335523.38,942812.8,45247.9,37763.85,47366.81,891154.85,741725.21,,,57292.08,47602,20248.39,24287.18,2596065.47,648845.12,,,630643.18,287921.38,942812.8,45247.9,17515.47,23079.62,ND,ND,14308.13,2214.81,12093.32,11752.13,7503.36,,,-1315.58,2133.55,6265.49,-221.21,-1942.99,-670.49,2266.67,4717.25,,,-313.48,61,-1796.43,-401.67,9485.46,2786.11,,,-1002.1,2072.55,6265.49,-221.21,-146.55,-268.82,ND,ND
2015-11,4,4.05,9.66,12.22,13.7,,,,,ND,ND,ND,5.82,5.27,6.02,3522944.37,930026.7,2592917.67,3504854.77,1408750.49,,,684589.69,337134.25,944465.25,45205.8,38024.76,46684.52,905625.02,756488.53,,,56261.4,48316,20660.62,23898.47,2599229.75,652261.97,,,628328.29,288818.25,944465.25,45205.8,17364.15,22786.04,ND,ND,17007.45,4067.29,12940.17,17634.44,18180.16,,,-3345.57,1610.87,1652.46,-42.1,260.91,-682.29,14470.16,14763.31,,,-1030.67,714,412.23,-388.71,3164.28,3416.85,,,-2314.9,896.87,1652.46,-42.1,-151.32,-293.58,ND,ND
2015-12,ND,ND,ND,ND,ND,,,,,65.43,5.03,27986.15,7.97,7.69,8.07,3410996.57,906744.37,2504252.2,3410996.57,1428268.99,,,561326.58,342317.17,949665.33,44911.76,38498,46008.74,906744.37,786822.98,,,25695.14,49443,21277,23506.24,2504252.2,641446.01,,,535631.43,292874.17,949665.33,44911.76,17221,22502.5,1320248.14,999897.94,23398.88,5960.53,17438.35,41488.49,34518.5,,,-2916.43,5182.92,5200.08,-294.04,473.24,-675.77,30362.21,30334.46,,,-1323.4,1127,616.38,-392.23,11126.27,4184.04,,,-1593.03,4055.92,5200.08,-294.04,-143.15,-283.54,2827.24,2999.51
2016-01,ND,ND,ND,ND,ND,,,,,ND,ND,ND,6.89,4.58,7.73,3430588.49,910205.82,2520382.67,3425404.1,1413182.34,,,558677.7,345881.4,977940.24,44754.3,37828.01,47140.12,886525.69,768095.92,,,25609.33,49000,20384.07,23436.37,2538878.41,645086.42,,,533068.37,296881.4,977940.24,44754.3,17443.94,23703.75,ND,ND,19591.92,3461.45,16130.47,14407.53,-15086.65,,,-2648.88,3564.24,28274.91,-157.46,-670,1131.38,-20218.68,-18727.06,,,-85.82,-443,-892.93,-69.87,34626.21,3640.41,,,-2563.06,4007.24,28274.91,-157.46,222.94,1201.24,ND,ND
2016-02,4.17,4.11,10.03,12.31,13.51,,,,,ND,ND,ND,5.39,3.2,6.18,3446003.35,912631.18,2533372.16,3410673.42,1397863.54,,,553089.64,347497.75,983486.2,44697.85,37498.36,46540.09,868007.69,751310.97,,,24999.48,48273,20044.41,23379.84,2542665.73,646552.57,,,528090.17,299224.75,983486.2,44697.85,17453.95,23160.25,ND,ND,15414.85,2425.36,12989.49,-14730.68,-15318.8,,,-5588.06,1616.34,5545.96,-56.45,-329.65,-600.03,-18518,-16784.96,,,-609.85,-727,-339.66,-56.53,3787.32,1466.16,,,-4978.2,2343.34,5545.96,-56.45,10.01,-543.5,ND,ND
2016-03,ND,ND,ND,ND,ND,,,,,65.61,5.25,28140.06,8.83,14.81,6.67,3471351.12,923896.68,2547454.44,3420266.65,1405771.05,,,552116.71,345072.41,989748.91,44380.87,37211.77,45964.91,872776.03,756214.03,,,24810.46,48663,19766.06,23322.48,2547490.62,649557.02,,,527306.25,296409.41,989748.91,44380.87,17445.71,22642.44,1358137.44,1010292.62,25347.77,11265.5,14082.28,9593.22,7907.51,,,-972.93,-2425.34,6262.71,-316.98,-286.58,-575.18,4768.34,4903.06,,,-189.02,390,-278.35,-57.36,4824.89,3004.45,,,-783.91,-2815.34,6262.71,-316.98,-8.24,-517.81,12629.77,3464.89
2016-04,ND,ND,ND,ND,ND,,,,,ND,ND,ND,7.34,5.26,8.1,3492584.03,927942.99,2564641.04,3444782.55,1417569.39,,,550390.29,353921.44,993294.06,44175.54,37411.02,48020.81,879857.68,763130.24,,,24924.78,48525,19909.42,23368.24,2564924.87,654439.15,,,525465.51,305396.44,993294.06,44175.54,17501.6,24652.57,ND,ND,21232.91,4046.31,17186.6,24515.9,11798.33,,,-1726.43,8849.03,3545.15,-205.33,199.25,2055.9,7081.65,6916.21,,,114.32,-138,143.36,45.77,17434.25,4882.12,,,-1840.74,8987.03,3545.15,-205.33,55.89,2010.13,ND,ND
2016-05,4.33,4.15,9.65,12.16,13.35,,,,,ND,ND,ND,6.57,4.76,7.23,3511720.07,931620.24,2580099.83,3469586.14,1431827.63,,,549333.2,360555.99,996829.37,43991.8,37701.44,49346.71,890263.36,773044.73,,,25140.93,48509,20149.99,23418.7,2579322.79,658782.9,,,524192.27,312046.99,996829.37,43991.8,17551.45,25928.01,ND,ND,19136.04,3677.25,15458.79,24803.59,14258.25,,,-1057.09,6634.55,3535.31,-183.74,290.41,1325.9,10405.67,9914.5,,,216.16,-16,240.56,50.46,14397.92,4343.75,,,-1273.24,6650.55,3535.31,-183.74,49.85,1275.44,ND,ND
2016-06,ND,ND,ND,ND,ND,,,,,65.58,5.04,28126.64,6.22,10.09,4.81,3529908.79,939456.68,2590452.11,3488440.08,1446576.97,,,548543.33,359647.94,1001136.46,43758.22,37892.57,50884.59,900647.22,782173.96,,,25007.14,49716,20283.88,23466.24,2587792.86,664403.01,,,523536.18,309931.94,1001136.46,43758.22,17608.69,27418.35,1365269.84,1036042.05,18188.72,7836.44,10352.28,18853.94,14749.34,,,-789.87,-908.05,4307.09,-233.57,191.13,1537.88,10383.86,9129.23,,,-133.79,1207,133.89,47.54,8470.08,5620.11,,,-656.09,-2115.05,4307.09,-233.57,57.24,1490.34,2377.47,8583.14
2016-07,ND,ND,ND,ND,ND,,,,,ND,ND,ND,5.88,5.77,5.93,3547219.05,943975.4,2603243.65,3505471.03,1455775.46,,,547677.7,362841.77,1005148.74,43618.84,38038.73,52369.79,905508.34,786454.33,,,24922.59,50287,20373.31,23471.12,2599962.69,669321.14,,,522755.12,312554.77,1005148.74,43618.84,17665.42,28898.66,ND,ND,17310.26,4518.71,12791.55,17030.95,9198.5,,,-865.63,3193.84,4012.28,-139.39,146.16,1485.19,4861.13,4280.37,,,-84.56,571,89.43,4.88,12169.83,4918.13,,,-781.07,2622.84,4012.28,-139.39,56.73,1480.31,ND,ND
2016-08,4.25,4.25,9.64,12.51,13.76,,,,,ND,ND,ND,8.48,6.06,9.35,3572276.1,948745.17,2623530.93,3552578.86,1473076.37,,,551869.21,369639.57,1023183.49,43346.11,38445.34,53018.77,916449.59,796599.07,,,24947.23,50847,20581.59,23474.71,2636129.27,676477.31,,,526921.98,318792.57,1023183.49,43346.11,17863.75,29544.06,ND,ND,25057.05,4769.78,20287.27,47107.83,17300.91,,,4191.51,6797.79,18034.75,-272.73,406.61,648.99,10941.25,10144.74,,,24.64,560,208.28,3.59,36166.58,7156.17,,,4166.87,6237.79,18034.75,-272.73,198.33,645.4,ND,ND
2016-09,ND,ND,ND,ND,ND,,,,,66.45,4.98,28667.3,5.98,4.72,6.43,3590064.17,952474.66,2637589.51,3573819.99,1475706.98,,,554086.99,372157.39,1036652.97,43154.58,38561.85,53499.23,916756.87,796742.97,,,24913.9,51056,20582.54,23461.47,2657063.12,678964,,,529173.1,321101.39,1036652.97,43154.58,17979.32,30037.76,1398573.21,1063949.49,17788.07,3729.49,14058.59,21241.13,2630.6,,,2217.78,2517.82,13469.48,-191.53,116.52,480.45,307.28,143.91,,,-33.33,209,0.95,-13.24,20933.85,2486.7,,,2251.11,2308.82,13469.48,-191.53,115.56,493.7,11101.12,9302.48
2016-10,ND,ND,ND,ND,ND,,,,,ND,ND,ND,6.17,2.95,7.33,3608514.16,954817.06,2653697.09,3590237.52,1481301.55,,,552290.72,378773.74,1042927.67,42556.07,38684.24,53703.54,919142.68,799088.63,,,25129,51132,20674.01,23119.05,2671094.84,682212.92,,,527161.72,327641.74,1042927.67,42556.07,18010.23,30584.49,ND,ND,18449.98,2342.4,16107.58,16417.53,5594.57,,,-1796.27,6616.35,6274.7,-598.51,122.38,204.31,2385.81,2345.65,,,215.1,76,91.47,-342.42,14031.72,3248.92,,,-2011.37,6540.35,6274.7,-598.51,30.91,546.73,ND,ND
2016-11,4.45,4.05,9.45,12.41,13.61,,,,,ND,ND,ND,7.66,13.77,5.46,3631539.99,965774.73,2665765.25,3614383.94,1504844.21,,,550647.33,380349.45,1044195.72,41986.91,39109.9,53250.42,941870.23,820730.27,,,25323.71,51957,21087.76,22771.5,2672513.7,684113.94,,,525323.62,328392.45,1044195.72,41986.91,18022.14,30478.93,ND,ND,23025.83,10957.67,12068.16,24146.41,23542.66,,,-1643.4,1575.71,1268.05,-569.16,425.66,-453.11,22727.55,21641.64,,,194.71,825,413.75,-347.55,1418.86,1901.02,,,-1838.11,750.71,1268.05,-569.16,11.91,-105.56,ND,ND
